Key,Source,Context,Changes,Spanish,japanese,german
StealthName,progression,skills,New,"Sigilo o Furtivo",ステルス,Verstohlenheit
StealthDesc,progression,skills,New,"Eres un mestizo astuto por lo que tus enemigos están teniendo dificultad para detectarte.",あなたは闇に潜む雑種です。敵から検知される可能性を低減させます。,"Einen hinterhältigen Bastard wie dich zu entdecken, fällt wirklich jedem schwer."
StealthDamageRank1Desc,progression,skills,New,"-4% de visibilidad ante los enemigos y ruido. Las ganzúas son un 3% más eficientes.",視認性と騒音-4%\nピックロック効率+3%,"-4% Sichtbarkeit und Geräusche\nDietriche sind 3% effizienter."
StealthDamageRank2Desc,progression,skills,New,"-8% de visibilidad ante los enemigos y ruido. Las ganzúas son un 6% más eficientes.",視認性と騒音-8%\nピックロック効率+6%,"-8% Sichtbarkeit und Geräusche\nDietriche sind 6% effizienter."
StealthDamageRank3Desc,progression,skills,New,"-12% de visibilidad ante los enemigos y ruido. Las ganzúas son un 9% más eficientes.",視認性と騒音-12%\nピックロック効率+9%,"-12% Sichtbarkeit und Geräusche\nDietriche sind 9% effizienter."
StealthDamageRank4Desc,progression,skills,New,"-16% de visibilidad ante los enemigos y ruido. Las ganzúas son un 12% más eficientes.",視認性と騒音-16%\nピックロック効率+12%,"-16% Sichtbarkeit und Geräusche\nDietriche sind 12% effizienter."
StealthDamageRank5Desc,progression,skills,New,"-20% de visibilidad ante los enemigos y ruido. Las ganzúas son un 15% más eficientes.",視認性と騒音-20%\nピックロック効率+15%,"-20% Sichtbarkeit und Geräusche\nDietriche sind 15% effizienter."
StealthDamageRank6Desc,progression,skills,New,"-22% de visibilidad ante los enemigos y ruido. Las ganzúas son un 16% más eficientes.",視認性と騒音-22%\nピックロック効率+16%,"-22% Sichtbarkeit und Geräusche\nDietriche sind 16% effizienter."
StealthDamageRank7Desc,progression,skills,New,"-24% de visibilidad ante los enemigos y ruido. Las ganzúas son un 17% más eficientes.",視認性と騒音-24%\nピックロック効率+17%,"-24% Sichtbarkeit und Geräusche\nDietriche sind 17% effizienter."
StealthDamageRank8Desc,progression,skills,New,"-26% de visibilidad ante los enemigos y ruido. Las ganzúas son un 18% más eficientes.",視認性と騒音-26%\nピックロック効率+18%,"-26% Sichtbarkeit und Geräusche\nDietriche sind 18% effizienter."
StealthDamageRank9Desc,progression,skills,New,"-28% de visibilidad ante los enemigos y ruido. Las ganzúas son un 19% más eficientes.",視認性と騒音-28%\nピックロック効率+19%,"-28% Sichtbarkeit und Geräusche\nDietriche sind 19% effizienter."
StealthDamageRank10Desc,progression,skills,New,"-30% de visibilidad ante los enemigos y ruido. Las ganzúas son un 20% más eficientes.",視認性と騒音-30%\nピックロック効率+20%,"-30% Sichtbarkeit und Geräusche\nDietriche sind 20% effizienter."
StealthDamageRank1LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 4%. Abre cerraduras un 3% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を4%減少させ、ピックロック速度と破損率を3%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 4%. Zudem knackst du Schlösser 3% schneller und brichst weniger Dietriche ab." 
StealthDamageRank2LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 8%. Abre cerraduras un 6% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を8%減少させ、ピックロック速度と破損率を6%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 8%. Zudem knackst du Schlösser 6% schneller und brichst weniger Dietriche ab." 
StealthDamageRank3LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 12%. Abre cerraduras un 9% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を12%減少させ、ピックロック速度と破損率を9%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 12%. Zudem knackst du Schlösser 9% schneller und brichst weniger Dietriche ab." 
StealthDamageRank4LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 16%. Abre cerraduras un 12% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を16%減少させ、ピックロック速度と破損率を12%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 16%. Zudem knackst du Schlösser 12% schneller und brichst weniger Dietriche ab." 
StealthDamageRank5LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 20%. Abre cerraduras un 15% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を20%減少させ、ピックロック速度と破損率を15%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 20%. Zudem knackst du Schlösser 15% schneller und brichst weniger Dietriche ab." 
StealthDamageRank6LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 22%. Abre cerraduras un 16% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を22%減少させ、ピックロック速度と破損率を16%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 22%. Zudem knackst du Schlösser 16% schneller und brichst weniger Dietriche ab." 
StealthDamageRank7LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 24%. Abre cerraduras un 17% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を24%減少させ、ピックロック速度と破損率を17%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 24%. Zudem knackst du Schlösser 17% schneller und brichst weniger Dietriche ab." 
StealthDamageRank8LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 26%. Abre cerraduras un 18% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を26%減少させ、ピックロック速度と破損率を18%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 26%. Zudem knackst du Schlösser 18% schneller und brichst weniger Dietriche ab." 
StealthDamageRank9LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 28%. Abre cerraduras un 19% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を28%減少させ、ピックロック速度と破損率を19%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 28%. Zudem knackst du Schlösser 19% schneller und brichst weniger Dietriche ab." 
StealthDamageRank10LongDesc,progression,skills,New,"Reduce tu visibilidad ante los enemigos en la luz y el ruido que haces cuando estás agachado en un 30%. Abre cerraduras un 20% más rápido y rompe menos gazúas.",光の中での視認性としゃがんでいる時の騒音を30%減少させ、ピックロック速度と破損率を20%改善します。,"Verringere deine Sichtbarkeit und verursachten Geräusche, während du schleichst, um 30%. Zudem knackst du Schlösser 20% schneller und brichst weniger Dietriche ab." 

SenseMineralsName,progression,skills,New,"Sensor de Minerales",直感採掘(石),Gespür für Minerale
SenseMineralsDesc,progression,skills,New,"Has adquirido el conocimiento de saber como algunas veces encontrar minerales cuando excavas piedras. Cada rango aumenta la probabilidad de econtrar botín adicional.",普通の石を採掘するときに、たまに鉱物類を見つける知識を身につけました。ランクが上がるごとに入手倍率が上昇します。,"Du hast herausgefunden wie du in Steinen Mineralien finden kannst. Jeder Rang erhöht die Menge an Mineralien, die du finden kannst."
SenseMineralsRank1Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank2Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank3Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank4Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank5Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank6Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank7Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank8Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank9Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank10Desc,progression,skills,New,"Encuentra minerales adicionales en los bloques de piedra.",鉱石類入手,"Sammle zusätzliches Erz aus Steinblöcken."
SenseMineralsRank1LongDesc,progression,skills,New,"Te dá una muy pequeña probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank2LongDesc,progression,skills,New,"Te dá una muy pequeña probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを超低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine sehr geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank3LongDesc,progression,skills,New,"Te dá una pequeña probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank4LongDesc,progression,skills,New,"Te dá una pequeña probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine geringe Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank5LongDesc,progression,skills,New,"Te dá una mediocre probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを中確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine mittelmäßige Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
SenseMineralsRank6LongDesc,progression,skills,New,"Te dá una mediocre probabilidad de encontrar hierro, carbón, plomo, combustible o latón, cuando minas piedra. También pueden contener pepitas valiosas a un muy bajo porcentaje.",採石時に、鉄、石炭、鉛、真鍮、オイルシェールを中低確率で入手できます。また、それよりも低い確率で希少金属が採取できます。,"Gibt dir eine mittelmäßige Chance Eisen, Kohle, Blei, Messing oder Ölschiefer zu finden, wenn du Steinblöcke abbaust. Zudem besteht eine sehr geringe Chance, Erzklumpen oder Diamanten zu finden."
